gender,body_type,season,occasion,upper_cloth,color
Women,Hourglass,Summer,Ethnic,T-Shirt,Beige
Women,Hourglass,Autumn,Party,Blouse,Red
Men,V-Shape,Spring,Party,Kurta,Yellow
Men,Triangle,Summer,Business,Blazer,Navy Blue
Women,Hourglass,Spring,Ethnic,T-Shirt,Green
Women,Round,Summer,Ethnic,Shrug,Green
Men,Rectangle,Summer,Business,Shirt,Pink
Women,Hourglass,Autumn,Business,T-Shirt,Green
Women,Round,Autumn,Gym/Sport,Crop Top,Purple
Women,Rectangle,Autumn,Casual,Sweater,Pink
Men,V-Shape,Summer,Gym/Sport,Jacket,Navy Blue
Men,Triangle,Autumn,Business,Sweatshirt,Yellow
Men,Triangle,Spring,Business,Sweatshirt,Purple
Women,Hourglass,Winter,Business,Top,Blue
Women,Inverted Triangle,Autumn,Gym/Sport,Sweater,Red
Men,V-Shape,Winter,Party,Jacket,Purple
Men,Apple,Spring,Gym/Sport,Sweatshirt,Purple
Women,Round,Winter,Gym/Sport,T-Shirt,Black
Men,Apple,Summer,Party,Hoodie,Green
Men,Apple,Winter,Party,Sweatshirt,Green
Men,V-Shape,Summer,Ethnic,Polo T-Shirt,Beige
Men,V-Shape,Spring,Gym/Sport,Polo T-Shirt,Beige
Men,Apple,Winter,Business,Polo T-Shirt,Purple
Women,Hourglass,Winter,Gym/Sport,Jacket,Red
Women,Round,Winter,Gym/Sport,Jacket,White
Men,V-Shape,Summer,Business,T-Shirt,Olive
Men,Triangle,Autumn,Gym/Sport,Polo T-Shirt,Olive
Men,Rectangle,Autumn,Gym/Sport,Shirt,Yellow
Men,Triangle,Winter,Party,Sweatshirt,Olive
Men,Apple,Winter,Casual,Sweatshirt,Grey
Women,Hourglass,Spring,Party,Sweater,Grey
Women,Hourglass,Spring,Gym/Sport,Crop Top,Black
Men,Apple,Spring,Ethnic,Blazer,Navy Blue
Women,Triangle,Autumn,Gym/Sport,Kurti,Green
Men,Rectangle,Summer,Business,Hoodie,Pink
Women,Round,Winter,Party,Blouse,Navy Blue
Men,Apple,Spring,Party,Polo T-Shirt,Pink
Women,Inverted Triangle,Summer,Business,Top,Black
Men,Triangle,Autumn,Business,Shirt,Blue
Men,Apple,Autumn,Casual,Polo T-Shirt,Grey
Women,Rectangle,Summer,Casual,Sweater,Black
Women,Rectangle,Spring,Business,Crop Top,Pink
Men,Triangle,Summer,Ethnic,Sweatshirt,Grey
Men,Rectangle,Spring,Casual,Sweatshirt,Black
Men,Apple,Autumn,Business,T-Shirt,Beige
Women,Round,Spring,Ethnic,Blouse,White
Women,Round,Spring,Party,T-Shirt,Beige
Women,Hourglass,Winter,Ethnic,Kurti,Navy Blue
Women,Hourglass,Autumn,Casual,T-Shirt,Navy Blue
Women,Hourglass,Spring,Party,Blouse,Blue
Women,Triangle,Summer,Gym/Sport,T-Shirt,Beige
Men,V-Shape,Summer,Casual,Sweatshirt,Purple
Men,Triangle,Spring,Casual,Blazer,Black
Women,Inverted Triangle,Winter,Gym/Sport,Shrug,Red
Women,Triangle,Autumn,Party,Sweater,Blue
Women,Triangle,Summer,Gym/Sport,Jacket,Yellow
Men,Triangle,Autumn,Ethnic,Kurta,Olive
Women,Hourglass,Spring,Party,Kurti,Yellow
Men,Apple,Autumn,Casual,Sweatshirt,Grey
Men,Triangle,Winter,Business,T-Shirt,Grey
Men,Rectangle,Autumn,Business,Polo T-Shirt,Beige
Men,V-Shape,Autumn,Party,Shirt,Red
Women,Triangle,Winter,Business,Sweater,Grey
Men,Rectangle,Spring,Party,Shirt,Yellow
Men,Apple,Winter,Casual,Sweatshirt,White
Men,V-Shape,Summer,Gym/Sport,Shirt,Yellow
Women,Rectangle,Winter,Business,T-Shirt,Pink
Men,Triangle,Autumn,Gym/Sport,Jacket,Purple
Men,Triangle,Winter,Casual,Kurta,Beige
Men,Apple,Spring,Gym/Sport,Hoodie,Beige
Women,Inverted Triangle,Spring,Gym/Sport,Top,White
Men,Triangle,Summer,Business,T-Shirt,Blue
Women,Round,Winter,Gym/Sport,Sweater,Navy Blue
Women,Hourglass,Winter,Business,Kurti,Olive
Men,Apple,Summer,Casual,Sweatshirt,Red
Men,Triangle,Winter,Gym/Sport,Blazer,Grey
Men,V-Shape,Autumn,Casual,Jacket,Purple
Women,Triangle,Autumn,Party,Sweater,Blue
Men,Rectangle,Winter,Ethnic,Polo T-Shirt,Grey
Men,Rectangle,Winter,Casual,Blazer,Navy Blue
Men,Apple,Spring,Casual,Sweatshirt,Blue
Men,V-Shape,Winter,Ethnic,Jacket,Grey
Men,V-Shape,Autumn,Ethnic,Kurta,Beige
Women,Round,Spring,Ethnic,Crop Top,Red
Women,Rectangle,Winter,Casual,Crop Top,Black
Women,Inverted Triangle,Winter,Business,Jacket,Blue
Women,Hourglass,Summer,Casual,Top,Green
Men,Apple,Autumn,Business,Hoodie,Blue
Men,Triangle,Summer,Gym/Sport,Polo T-Shirt,Pink
Women,Triangle,Winter,Ethnic,Shrug,Yellow
Men,Apple,Spring,Party,Blazer,Olive
Men,Triangle,Winter,Business,Kurta,Pink
Men,Rectangle,Winter,Casual,Hoodie,Green
Men,Rectangle,Autumn,Ethnic,T-Shirt,Yellow
Women,Round,Autumn,Casual,T-Shirt,Grey
Men,Apple,Summer,Gym/Sport,Shirt,Yellow
Men,V-Shape,Summer,Party,T-Shirt,Green
Women,Rectangle,Autumn,Business,Shrug,Purple
Men,Apple,Spring,Party,T-Shirt,Beige
Women,Triangle,Summer,Party,Kurti,Olive
Women,Inverted Triangle,Spring,Gym/Sport,Shrug,Navy Blue
Women,Round,Spring,Gym/Sport,Shrug,Beige
Women,Hourglass,Winter,Party,Shrug,Black
Women,Round,Spring,Gym/Sport,T-Shirt,Pink
Men,Apple,Summer,Casual,T-Shirt,Grey
Women,Rectangle,Spring,Casual,Sweater,Red
Women,Triangle,Summer,Gym/Sport,T-Shirt,White
Men,V-Shape,Summer,Casual,Blazer,Grey
Women,Inverted Triangle,Autumn,Casual,Sweater,Grey
Men,Apple,Spring,Ethnic,Sweatshirt,Olive
Women,Rectangle,Spring,Gym/Sport,Jacket,Red
Men,Triangle,Spring,Ethnic,T-Shirt,Yellow
Women,Round,Spring,Ethnic,Shrug,Red
Men,Rectangle,Spring,Party,Jacket,Red
Women,Triangle,Winter,Ethnic,Top,Pink
Men,V-Shape,Spring,Casual,T-Shirt,Red
Men,V-Shape,Spring,Gym/Sport,Hoodie,White
Women,Inverted Triangle,Spring,Gym/Sport,Shrug,Grey
Men,V-Shape,Autumn,Gym/Sport,Sweatshirt,Navy Blue
Women,Hourglass,Winter,Business,Top,Beige
Women,Triangle,Spring,Gym/Sport,Sweater,Olive
Women,Hourglass,Winter,Gym/Sport,Blouse,Olive
Women,Triangle,Winter,Party,Top,Red
Men,Rectangle,Spring,Party,Shirt,Yellow
Women,Round,Spring,Business,T-Shirt,Green
Men,Triangle,Winter,Casual,Hoodie,Green
Women,Round,Spring,Business,T-Shirt,Yellow
Women,Inverted Triangle,Summer,Business,Kurti,Yellow
Men,Triangle,Summer,Ethnic,Shirt,Yellow
Men,V-Shape,Autumn,Business,Blazer,Olive
Women,Inverted Triangle,Spring,Ethnic,T-Shirt,Purple
Women,Hourglass,Summer,Casual,Jacket,Purple
Women,Inverted Triangle,Winter,Casual,Sweater,Purple
Women,Round,Winter,Ethnic,T-Shirt,Grey
Men,V-Shape,Autumn,Ethnic,T-Shirt,White
Women,Triangle,Winter,Ethnic,T-Shirt,White
Women,Triangle,Winter,Party,Shrug,Purple
Men,Apple,Spring,Party,Kurta,Red
Men,Apple,Summer,Casual,Hoodie,Purple
Men,V-Shape,Summer,Casual,Blazer,Yellow
Men,Rectangle,Spring,Gym/Sport,Shirt,Purple
Men,Triangle,Autumn,Ethnic,Sweatshirt,White
Men,V-Shape,Summer,Gym/Sport,Hoodie,Blue
Women,Rectangle,Autumn,Business,Sweater,Black
Women,Triangle,Summer,Ethnic,Blouse,Red
Men,Triangle,Summer,Gym/Sport,Jacket,Yellow
Women,Inverted Triangle,Autumn,Ethnic,T-Shirt,White
Women,Round,Spring,Party,Blouse,Olive
Men,V-Shape,Autumn,Casual,Shirt,Black
Men,V-Shape,Winter,Party,Polo T-Shirt,Purple
Men,V-Shape,Autumn,Ethnic,Polo T-Shirt,Yellow
Women,Rectangle,Spring,Ethnic,Jacket,Pink
Women,Round,Autumn,Ethnic,Top,Green
Men,Apple,Summer,Party,Blazer,Olive
Women,Rectangle,Autumn,Gym/Sport,Jacket,Blue
Women,Round,Autumn,Party,Sweater,Blue
Men,Rectangle,Autumn,Ethnic,Sweatshirt,Blue
Men,V-Shape,Summer,Ethnic,Jacket,Olive
Men,Rectangle,Spring,Party,T-Shirt,Grey
Men,Apple,Spring,Casual,Shirt,Red
Women,Inverted Triangle,Winter,Casual,Blouse,Black
Men,Triangle,Summer,Casual,Polo T-Shirt,Pink
Men,Triangle,Winter,Party,Kurta,Purple
Women,Round,Summer,Party,Top,Beige
Women,Rectangle,Winter,Ethnic,Shrug,Purple
Men,Apple,Spring,Business,Shirt,Olive
Men,Apple,Autumn,Party,Shirt,Beige
Women,Round,Spring,Party,Jacket,Pink
Women,Inverted Triangle,Autumn,Ethnic,Top,Yellow
Women,Inverted Triangle,Summer,Ethnic,Kurti,Beige
Women,Hourglass,Autumn,Party,Top,Red
Men,Triangle,Winter,Ethnic,Sweatshirt,Beige
Men,Triangle,Summer,Ethnic,Hoodie,Yellow
Men,Triangle,Spring,Gym/Sport,Shirt,Beige
Men,Rectangle,Autumn,Casual,Polo T-Shirt,White
Women,Triangle,Winter,Party,Jacket,Red
Women,Triangle,Winter,Casual,Blouse,Navy Blue
Women,Rectangle,Spring,Party,Top,Black
Men,Triangle,Autumn,Party,Kurta,Black
Women,Triangle,Autumn,Gym/Sport,Top,Olive
Men,V-Shape,Autumn,Business,T-Shirt,Green
Women,Rectangle,Spring,Party,Blouse,Pink
Men,Rectangle,Summer,Casual,Hoodie,Green
Women,Hourglass,Summer,Gym/Sport,Blouse,Purple
Women,Triangle,Spring,Party,Top,Purple
Men,V-Shape,Winter,Party,Shirt,Grey
Men,Rectangle,Winter,Business,Shirt,White
Men,Triangle,Winter,Party,Polo T-Shirt,Olive
Men,Rectangle,Autumn,Casual,T-Shirt,Grey
Men,Apple,Summer,Party,Jacket,Beige
Men,V-Shape,Autumn,Business,T-Shirt,Black
Men,Triangle,Autumn,Casual,Polo T-Shirt,Navy Blue
Men,V-Shape,Winter,Gym/Sport,Hoodie,Grey
Women,Rectangle,Autumn,Gym/Sport,Top,White
Women,Rectangle,Autumn,Ethnic,Top,Black
Women,Hourglass,Autumn,Gym/Sport,Kurti,Beige
Women,Hourglass,Autumn,Ethnic,Sweater,Beige
Men,V-Shape,Spring,Party,T-Shirt,Grey
Women,Rectangle,Winter,Casual,Jacket,Navy Blue
Men,Triangle,Autumn,Gym/Sport,Hoodie,Black
Men,Apple,Winter,Party,Polo T-Shirt,Olive
Men,V-Shape,Spring,Gym/Sport,Kurta,White
Men,Apple,Winter,Party,Blazer,Green
Women,Inverted Triangle,Summer,Casual,Top,Red
Women,Round,Autumn,Casual,T-Shirt,Grey
Men,Apple,Autumn,Casual,Shirt,White
Men,Apple,Winter,Casual,Shirt,Blue
Women,Hourglass,Spring,Party,Jacket,Olive
Men,Triangle,Autumn,Casual,Sweatshirt,Yellow
Women,Triangle,Winter,Gym/Sport,Jacket,Blue
Men,V-Shape,Spring,Party,Jacket,Beige
Men,Apple,Spring,Casual,Jacket,Pink
Men,Triangle,Winter,Gym/Sport,Polo T-Shirt,Purple
Women,Round,Autumn,Party,Shrug,White
Men,Rectangle,Summer,Business,T-Shirt,Navy Blue
Women,Rectangle,Winter,Ethnic,Jacket,Blue
Men,Rectangle,Spring,Party,Hoodie,Grey
Women,Hourglass,Autumn,Ethnic,Kurti,Blue
Women,Hourglass,Autumn,Business,Top,Black
Men,V-Shape,Summer,Ethnic,Sweatshirt,Olive
Men,Apple,Summer,Party,Jacket,Navy Blue
Women,Rectangle,Spring,Ethnic,Shrug,Navy Blue
Men,Apple,Spring,Gym/Sport,Sweatshirt,Olive
Men,V-Shape,Summer,Ethnic,Blazer,Navy Blue
Men,V-Shape,Summer,Gym/Sport,Hoodie,Pink
Women,Hourglass,Spring,Business,Top,Black
Women,Triangle,Spring,Gym/Sport,Sweater,Olive
Women,Triangle,Autumn,Party,Crop Top,White
Men,Rectangle,Autumn,Gym/Sport,Jacket,Grey
Men,Rectangle,Autumn,Ethnic,Shirt,Beige
Men,Rectangle,Autumn,Casual,Hoodie,Grey
Men,Apple,Spring,Ethnic,Shirt,Yellow
Women,Rectangle,Autumn,Casual,T-Shirt,Red
Women,Rectangle,Autumn,Business,Blouse,Red
Women,Inverted Triangle,Spring,Casual,Top,White
Men,Apple,Autumn,Party,Kurta,Purple
Women,Hourglass,Summer,Party,Crop Top,Beige
Women,Triangle,Winter,Business,Kurti,Red
Women,Triangle,Autumn,Gym/Sport,Kurti,Green
Women,Hourglass,Autumn,Party,Jacket,Pink
Men,Apple,Summer,Casual,Shirt,Red
Women,Hourglass,Autumn,Party,Kurti,White
Women,Rectangle,Summer,Casual,Shrug,Green
Men,Rectangle,Summer,Party,Blazer,Purple
Women,Hourglass,Summer,Ethnic,Sweater,Beige
Men,V-Shape,Spring,Gym/Sport,Sweatshirt,Navy Blue
Women,Triangle,Autumn,Casual,Jacket,Beige
Women,Rectangle,Spring,Gym/Sport,Blouse,Grey
Women,Hourglass,Spring,Casual,Crop Top,Yellow
Women,Inverted Triangle,Summer,Party,Crop Top,White
Men,Triangle,Spring,Business,Shirt,White
Women,Inverted Triangle,Autumn,Party,Sweater,Grey
Women,Rectangle,Spring,Casual,T-Shirt,Purple
Women,Rectangle,Summer,Party,Kurti,Blue
Men,Rectangle,Autumn,Ethnic,Jacket,Green
Women,Round,Spring,Ethnic,Crop Top,Beige
Women,Inverted Triangle,Spring,Party,Blouse,Black
Men,Rectangle,Winter,Party,Sweatshirt,Grey
Women,Rectangle,Winter,Casual,Crop Top,Olive
Men,V-Shape,Winter,Gym/Sport,Hoodie,Yellow
Men,V-Shape,Autumn,Casual,Sweatshirt,Black
Women,Hourglass,Spring,Gym/Sport,Crop Top,Yellow
Men,Apple,Spring,Business,T-Shirt,Pink
Women,Inverted Triangle,Winter,Business,Kurti,Blue
Women,Inverted Triangle,Spring,Gym/Sport,Top,Green
Women,Inverted Triangle,Autumn,Party,Crop Top,Grey
Women,Triangle,Spring,Casual,Blouse,Red
Women,Round,Autumn,Ethnic,Blouse,Black
Men,Apple,Winter,Casual,Sweatshirt,Purple
Women,Hourglass,Summer,Ethnic,Top,Green
Women,Hourglass,Autumn,Gym/Sport,Sweater,Navy Blue
Women,Inverted Triangle,Spring,Business,T-Shirt,White
Women,Hourglass,Autumn,Business,Jacket,Yellow
Men,Apple,Summer,Gym/Sport,Jacket,Yellow
Men,V-Shape,Autumn,Business,Kurta,Yellow
Men,Triangle,Autumn,Casual,Kurta,Grey
Men,Rectangle,Spring,Casual,Sweatshirt,Green
Women,Hourglass,Summer,Casual,Shrug,Grey
Women,Rectangle,Summer,Gym/Sport,Kurti,Yellow
Women,Triangle,Summer,Party,Crop Top,Red
Men,V-Shape,Spring,Party,Kurta,Black
Men,Apple,Autumn,Gym/Sport,Polo T-Shirt,Black
Men,Apple,Summer,Casual,Blazer,Purple
Women,Rectangle,Winter,Business,Crop Top,Purple
Women,Inverted Triangle,Spring,Ethnic,Blouse,Yellow
Women,Triangle,Autumn,Business,Top,Red
Women,Inverted Triangle,Spring,Ethnic,T-Shirt,Black
Men,Rectangle,Winter,Gym/Sport,Shirt,Black
Women,Hourglass,Winter,Casual,Top,Yellow
Men,V-Shape,Spring,Party,Blazer,Yellow
Men,Apple,Summer,Casual,Kurta,Blue
Men,Rectangle,Spring,Business,Shirt,Olive
Men,Rectangle,Winter,Ethnic,T-Shirt,Blue
Men,V-Shape,Summer,Gym/Sport,Blazer,Pink
Men,Apple,Autumn,Party,Jacket,Purple
Women,Rectangle,Summer,Ethnic,Crop Top,Black
Women,Inverted Triangle,Winter,Party,Sweater,Pink
Women,Round,Winter,Party,Shrug,Red
Women,Rectangle,Spring,Casual,Shrug,Olive
Men,V-Shape,Spring,Ethnic,Kurta,Pink
Women,Triangle,Winter,Party,Crop Top,Yellow
Women,Hourglass,Winter,Business,Kurti,Yellow
Men,Triangle,Summer,Business,Blazer,Purple
Men,Rectangle,Summer,Ethnic,Hoodie,Grey
Women,Round,Spring,Casual,Sweater,Black
Women,Hourglass,Summer,Gym/Sport,T-Shirt,Navy Blue
Women,Rectangle,Winter,Casual,Crop Top,Green
Men,V-Shape,Autumn,Ethnic,Sweatshirt,Beige
Men,Triangle,Summer,Business,Hoodie,Grey
Men,Apple,Summer,Party,Sweatshirt,Red
Women,Rectangle,Summer,Ethnic,T-Shirt,Green
Men,Apple,Autumn,Casual,Polo T-Shirt,Red
Women,Rectangle,Winter,Business,Sweater,Purple
Women,Rectangle,Winter,Party,Sweater,Black
Men,Triangle,Spring,Party,Kurta,Red
Men,Apple,Winter,Gym/Sport,Blazer,Blue
Men,Triangle,Summer,Casual,Blazer,Green
Women,Round,Summer,Business,Shrug,Olive
Women,Round,Spring,Gym/Sport,Top,Blue
Men,Apple,Winter,Ethnic,Jacket,Blue
Women,Rectangle,Winter,Business,Top,Blue
Women,Round,Winter,Ethnic,Kurti,Purple
Women,Hourglass,Summer,Party,Shrug,Red
Women,Hourglass,Autumn,Ethnic,T-Shirt,Green
Men,V-Shape,Summer,Business,T-Shirt,Yellow
Women,Round,Summer,Casual,Kurti,Yellow
Men,Rectangle,Summer,Gym/Sport,Sweatshirt,Red
Men,V-Shape,Winter,Party,Kurta,Green
Women,Inverted Triangle,Autumn,Gym/Sport,Crop Top,Pink
Men,V-Shape,Winter,Business,Blazer,White
Men,V-Shape,Spring,Ethnic,Polo T-Shirt,Olive
Men,Rectangle,Autumn,Ethnic,Blazer,Grey
Women,Round,Winter,Gym/Sport,Top,Grey
Women,Inverted Triangle,Spring,Gym/Sport,Crop Top,Pink
Men,Apple,Summer,Party,Polo T-Shirt,Pink
Men,Apple,Spring,Business,Polo T-Shirt,Grey
Women,Triangle,Summer,Gym/Sport,Jacket,Black
Men,Triangle,Summer,Casual,Shirt,Yellow
Women,Hourglass,Summer,Gym/Sport,Jacket,Beige
Women,Rectangle,Winter,Casual,Shrug,Pink
Women,Inverted Triangle,Autumn,Ethnic,Shrug,Olive
Men,Rectangle,Autumn,Ethnic,T-Shirt,Olive
Men,V-Shape,Winter,Casual,Shirt,Purple
Men,Apple,Summer,Gym/Sport,T-Shirt,Red
Men,Apple,Spring,Casual,Jacket,Beige
Men,Triangle,Autumn,Gym/Sport,T-Shirt,Black
Men,Apple,Spring,Ethnic,Shirt,Grey
Men,Apple,Spring,Business,Shirt,Beige
Men,Rectangle,Spring,Ethnic,Shirt,Grey
Women,Round,Winter,Casual,Sweater,Green
Women,Hourglass,Spring,Business,Kurti,Green
Men,Triangle,Summer,Party,Sweatshirt,Navy Blue
Men,V-Shape,Spring,Business,Hoodie,Green
Women,Hourglass,Spring,Casual,Top,Black
Women,Rectangle,Autumn,Business,Top,Yellow
Men,Rectangle,Autumn,Party,Shirt,Purple
Women,Round,Spring,Party,Crop Top,Olive
Women,Rectangle,Summer,Gym/Sport,Kurti,Blue
Men,Apple,Summer,Gym/Sport,Blazer,Blue
Women,Triangle,Summer,Casual,Kurti,Beige
Men,Apple,Autumn,Business,Sweatshirt,Blue
Women,Hourglass,Summer,Ethnic,Shrug,Olive
Women,Rectangle,Spring,Gym/Sport,Blouse,Blue
Women,Rectangle,Winter,Casual,Kurti,White
Men,Apple,Autumn,Ethnic,Kurta,Olive
Women,Triangle,Spring,Casual,Jacket,Yellow
Women,Inverted Triangle,Spring,Business,Crop Top,White
Women,Inverted Triangle,Summer,Casual,Sweater,Green
Women,Triangle,Summer,Party,Sweater,Red
Women,Triangle,Winter,Gym/Sport,Blouse,Grey
Women,Round,Spring,Casual,Crop Top,Yellow
Men,Triangle,Autumn,Casual,Sweatshirt,Navy Blue
Women,Hourglass,Winter,Ethnic,Top,Navy Blue
Women,Inverted Triangle,Spring,Gym/Sport,Shrug,Pink
Women,Triangle,Spring,Ethnic,Shrug,Beige
Women,Round,Summer,Ethnic,Top,Red
Men,Apple,Summer,Gym/Sport,Kurta,Navy Blue
Men,Rectangle,Winter,Ethnic,Blazer,Navy Blue
Men,Triangle,Winter,Ethnic,Shirt,Beige
Women,Hourglass,Autumn,Party,Top,Olive
Men,Rectangle,Winter,Casual,Polo T-Shirt,Pink
Men,Apple,Autumn,Party,Sweatshirt,Yellow
Women,Round,Autumn,Party,Shrug,Purple
Men,Apple,Winter,Ethnic,Blazer,White
Women,Rectangle,Spring,Business,Crop Top,Green
Men,V-Shape,Winter,Ethnic,Blazer,Black
Women,Triangle,Winter,Ethnic,Top,Black
Women,Round,Summer,Party,T-Shirt,Grey
Men,Rectangle,Summer,Ethnic,Jacket,Yellow
Men,Rectangle,Autumn,Casual,Sweatshirt,Navy Blue
Men,Rectangle,Summer,Gym/Sport,Blazer,Beige
Men,Triangle,Winter,Gym/Sport,Kurta,Black
Men,Rectangle,Winter,Business,Shirt,Navy Blue
Women,Triangle,Autumn,Casual,Top,Blue
Men,V-Shape,Autumn,Party,Polo T-Shirt,Navy Blue
Women,Hourglass,Winter,Casual,Blouse,Purple
Women,Inverted Triangle,Summer,Casual,Kurti,Olive
Men,V-Shape,Spring,Ethnic,Hoodie,Olive
Women,Round,Summer,Party,Sweater,Beige
Women,Hourglass,Autumn,Business,Shrug,Black
Men,Apple,Autumn,Ethnic,Hoodie,Red
Men,Triangle,Autumn,Party,Jacket,Navy Blue
Women,Inverted Triangle,Summer,Gym/Sport,Jacket,Navy Blue
Men,Apple,Autumn,Ethnic,Jacket,White
Men,Rectangle,Winter,Ethnic,Hoodie,Blue
Women,Inverted Triangle,Spring,Business,Shrug,Yellow
Women,Triangle,Summer,Casual,Shrug,Olive
Men,Triangle,Spring,Gym/Sport,Hoodie,Beige
Women,Triangle,Winter,Business,Blouse,White
Women,Round,Autumn,Ethnic,T-Shirt,Blue
Women,Hourglass,Winter,Party,Jacket,Navy Blue
Men,Triangle,Spring,Business,Kurta,Purple
Women,Hourglass,Spring,Casual,Top,White
Men,Rectangle,Summer,Business,T-Shirt,Navy Blue
Women,Rectangle,Summer,Casual,Sweater,Purple
Women,Inverted Triangle,Spring,Ethnic,T-Shirt,Blue
Men,Triangle,Summer,Party,Sweatshirt,White
Men,Triangle,Autumn,Gym/Sport,Jacket,White
Men,Triangle,Winter,Gym/Sport,Shirt,Green
Men,V-Shape,Autumn,Business,Hoodie,Navy Blue
Men,V-Shape,Winter,Gym/Sport,Jacket,Olive
Women,Inverted Triangle,Spring,Party,Shrug,Olive
Women,Round,Summer,Business,Kurti,Black
Men,Apple,Summer,Party,Sweatshirt,White
Women,Rectangle,Winter,Party,Sweater,Green
Men,Apple,Autumn,Ethnic,Shirt,Purple
Men,Apple,Summer,Ethnic,Sweatshirt,Olive
Women,Round,Summer,Party,Jacket,Green
Men,V-Shape,Summer,Business,T-Shirt,Beige
Women,Hourglass,Winter,Gym/Sport,Sweater,Purple
Women,Hourglass,Winter,Party,Blouse,Green
Women,Round,Spring,Business,Crop Top,Pink
Men,Apple,Winter,Party,Jacket,White
Men,Apple,Spring,Business,Kurta,Red
Men,Triangle,Summer,Gym/Sport,Polo T-Shirt,Red
Women,Hourglass,Autumn,Party,Crop Top,Navy Blue
Women,Hourglass,Winter,Party,Crop Top,Navy Blue
Women,Rectangle,Summer,Party,Sweater,Grey
Men,Triangle,Spring,Gym/Sport,Sweatshirt,Black
Men,Triangle,Winter,Ethnic,Sweatshirt,Navy Blue
Women,Triangle,Winter,Business,Shrug,Olive
Women,Rectangle,Autumn,Party,Sweater,Olive
Men,V-Shape,Spring,Party,Sweatshirt,Green
Men,V-Shape,Spring,Business,Hoodie,Purple
Women,Round,Winter,Casual,Kurti,Olive
Women,Inverted Triangle,Winter,Business,Jacket,Yellow
Men,Apple,Winter,Casual,Sweatshirt,Purple
Men,Triangle,Spring,Gym/Sport,Sweatshirt,Red
Men,Triangle,Winter,Gym/Sport,Kurta,Red
Men,V-Shape,Winter,Party,Shirt,Navy Blue
Women,Rectangle,Winter,Ethnic,Shrug,Black
Women,Inverted Triangle,Winter,Business,Shrug,Purple
Women,Hourglass,Autumn,Ethnic,Crop Top,Olive
Men,V-Shape,Autumn,Business,Blazer,Red
Men,Triangle,Winter,Casual,Blazer,Green
Men,V-Shape,Winter,Gym/Sport,Jacket,Olive
Women,Hourglass,Winter,Gym/Sport,Shrug,Grey
Women,Triangle,Autumn,Business,Blouse,Yellow
Men,Triangle,Spring,Business,Shirt,White
Women,Rectangle,Spring,Ethnic,Blouse,Red
Women,Inverted Triangle,Summer,Party,T-Shirt,Pink
Men,Apple,Spring,Casual,T-Shirt,Navy Blue
Men,Apple,Autumn,Gym/Sport,Blazer,Black
Men,Rectangle,Winter,Gym/Sport,Sweatshirt,Beige
Men,Rectangle,Summer,Ethnic,T-Shirt,Olive
Men,Apple,Autumn,Party,Hoodie,Yellow
Women,Hourglass,Winter,Business,Top,Navy Blue
Women,Hourglass,Summer,Business,Crop Top,Yellow
Men,Apple,Winter,Business,Shirt,Olive
Men,Rectangle,Spring,Business,Blazer,Navy Blue
Men,Triangle,Winter,Business,Sweatshirt,Olive
Men,Apple,Summer,Party,Kurta,White
Men,V-Shape,Autumn,Business,Kurta,Purple
Women,Rectangle,Winter,Ethnic,Kurti,Black
Women,Rectangle,Spring,Party,Shrug,Yellow
Men,V-Shape,Spring,Gym/Sport,Blazer,Purple
Women,Rectangle,Summer,Business,Shrug,Red
Women,Inverted Triangle,Spring,Casual,Blouse,Purple
Men,V-Shape,Winter,Casual,Sweatshirt,Purple
Women,Round,Autumn,Party,Jacket,Olive
Women,Hourglass,Spring,Casual,T-Shirt,Grey
Men,Apple,Winter,Casual,T-Shirt,Beige
Women,Hourglass,Summer,Casual,Blouse,White
Women,Triangle,Winter,Ethnic,Top,Red
Men,Rectangle,Summer,Business,Kurta,Red
Women,Round,Spring,Casual,Kurti,Pink
Men,Triangle,Winter,Party,Kurta,Grey
Men,Rectangle,Spring,Party,Jacket,Pink
Women,Hourglass,Winter,Casual,Jacket,Grey
Women,Hourglass,Summer,Ethnic,Crop Top,Beige
Women,Rectangle,Spring,Gym/Sport,T-Shirt,Red
Women,Rectangle,Autumn,Party,Top,Green
Women,Inverted Triangle,Winter,Ethnic,Sweater,Olive
Women,Hourglass,Autumn,Casual,Shrug,White
Women,Rectangle,Autumn,Gym/Sport,Blouse,Purple
Women,Inverted Triangle,Winter,Casual,Crop Top,White
Women,Hourglass,Autumn,Party,Blouse,Red
Men,Apple,Spring,Casual,Polo T-Shirt,Green
Men,Apple,Winter,Business,T-Shirt,Olive
Men,Apple,Spring,Gym/Sport,Shirt,Purple
Women,Hourglass,Winter,Business,Jacket,White
Women,Round,Autumn,Gym/Sport,T-Shirt,Olive
Women,Hourglass,Spring,Casual,Crop Top,Beige
Men,V-Shape,Spring,Ethnic,Polo T-Shirt,Blue
Men,Apple,Autumn,Casual,T-Shirt,Red
Women,Hourglass,Winter,Party,Kurti,Pink
Men,Triangle,Summer,Business,Jacket,Red
Women,Round,Winter,Gym/Sport,Crop Top,Yellow
Women,Round,Spring,Gym/Sport,T-Shirt,White
Men,V-Shape,Summer,Business,Jacket,Black
Women,Triangle,Autumn,Ethnic,Sweater,Pink
Women,Rectangle,Summer,Party,Top,Grey
Women,Triangle,Autumn,Gym/Sport,Blouse,Black
Women,Rectangle,Summer,Gym/Sport,Kurti,Navy Blue
